year,/,month,/,day,g,s,w
" 2009",/,Nov,/,11,1,1,6
" 2009",/,Nov,/,12,0,0,1
" 2009",/,Nov,/,13,0,1,4
" 2009",/,Nov,/,14,1,1,6
" 2009",/,Nov,/,15,1,1,7
" 2009",/,Nov,/,16,0,1,5
" 2009",/,Nov,/,17,0,0,1
" 2009",/,Nov,/,18,1,3,12
" 2009",/,Nov,/,19,1,6,18
" 2009",/,Nov,/,20,1,4,14
" 2009",/,Nov,/,21,1,4,12
" 2009",/,Nov,/,22,0,1,4
" 2009",/,Nov,/,23,0,0,1
" 2009",/,Nov,/,24,0,0,0
" 2009",/,Nov,/,25,0,0,0
" 2009",/,Nov,/,26,0,0,0
" 2009",/,Nov,/,27,0,0,0
" 2009",/,Nov,/,28,0,0,0
" 2009",/,Nov,/,29,0,0,0
" 2009",/,Nov,/,30,0,0,0
" 2009",/,Dec,/,1,0,0,0
" 2009",/,Dec,/,2,0,0,0
" 2009",/,Dec,/,3,0,0,0
" 2009",/,Dec,/,4,0,0,0
" 2009",/,Dec,/,5,0,0,0
" 2009",/,Dec,/,6,0,0,0
" 2009",/,Dec,/,7,0,0,0
" 2009",/,Dec,/,8,0,0,0
" 2009",/,Dec,/,9,0,0,2
" 2009",/,Dec,/,10,1,2,9
" 2009",/,Dec,/,11,1,5,15
" 2009",/,Dec,/,12,1,4,14
" 2009",/,Dec,/,13,1,3,10
" 2009",/,Dec,/,14,2,12,27
" 2009",/,Dec,/,15,1,19,33
" 2009",/,Dec,/,16,1,25,35
" 2009",/,Dec,/,17,1,17,28
" 2009",/,Dec,/,18,1,12,24
" 2009",/,Dec,/,19,2,12,35
" 2009",/,Dec,/,20,3,14,39
" 2009",/,Dec,/,21,3,13,38
" 2009",/,Dec,/,22,2,14,33
" 2009",/,Dec,/,23,2,7,22
" 2009",/,Dec,/,24,1,2,9
" 2009",/,Dec,/,25,0,0,2
" 2009",/,Dec,/,26,1,3,10
" 2009",/,Dec,/,27,1,6,16
" 2009",/,Dec,/,28,1,8,18
" 2009",/,Dec,/,29,1,9,19
" 2009",/,Dec,/,30,1,10,20
" 2009",/,Dec,/,31,1,11,21
" 2010",/,Jan,/,1,1,12,22
" 2010",/,Jan,/,2,1,11,21
" 2010",/,Jan,/,3,1,6,16
" 2010",/,Jan,/,4,1,4,14
" 2010",/,Jan,/,5,0,0,0
" 2010",/,Jan,/,6,0,0,0
" 2010",/,Jan,/,7,1,1,6
" 2010",/,Jan,/,8,0,0,0
" 2010",/,Jan,/,9,1,5,10
" 2010",/,Jan,/,10,1,15,25
" 2010",/,Jan,/,11,1,19,29
" 2010",/,Jan,/,12,1,18,28
" 2010",/,Jan,/,13,1,25,35
" 2010",/,Jan,/,14,1,14,24
" 2010",/,Jan,/,15,1,18,28
" 2010",/,Jan,/,16,1,16,26
" 2010",/,Jan,/,17,1,9,19
" 2010",/,Jan,/,18,1,3,13
" 2010",/,Jan,/,19,0,0,0
" 2010",/,Jan,/,20,0,0,0
" 2010",/,Jan,/,21,1,6,13
" 2010",/,Jan,/,22,1,7,20
" 2010",/,Jan,/,23,2,14,34
" 2010",/,Jan,/,24,2,16,32
" 2010",/,Jan,/,25,1,5,19
" 2010",/,Jan,/,26,1,4,14
" 2010",/,Jan,/,27,0,0,0
" 2010",/,Jan,/,28,1,2,7
" 2010",/,Jan,/,29,1,3,13
" 2010",/,Jan,/,30,0,0,0
" 2010",/,Jan,/,31,2,6,21
" 2010",/,Feb,/,1,1,4,14
" 2010",/,Feb,/,2,1,2,12
" 2010",/,Feb,/,3,1,3,13
" 2010",/,Feb,/,4,1,1,11
" 2010",/,Feb,/,5,1,2,12
" 2010",/,Feb,/,6,2,20,35
" 2010",/,Feb,/,7,2,26,46
" 2010",/,Feb,/,8,3,22,49
" 2010",/,Feb,/,9,2,20,40
" 2010",/,Feb,/,10,2,18,33
" 2010",/,Feb,/,11,1,5,15
" 2010",/,Feb,/,12,2,13,33
" 2010",/,Feb,/,13,2,13,33
" 2010",/,Feb,/,14,2,12,32
" 2010",/,Feb,/,15,2,7,23
" 2010",/,Feb,/,16,2,10,30
" 2010",/,Feb,/,17,2,9,26
" 2010",/,Feb,/,18,1,6,19
" 2010",/,Feb,/,19,1,6,16
" 2010",/,Feb,/,20,1,7,20
" 2010",/,Feb,/,21,1,3,11
" 2010",/,Feb,/,22,1,4,14
" 2010",/,Feb,/,23,2,5,20
" 2010",/,Feb,/,24,1,6,19
" 2010",/,Feb,/,25,2,7,27
" 2010",/,Feb,/,26,1,4,14
" 2010",/,Feb,/,27,1,3,13
" 2010",/,Feb,/,28,1,2,12
" 2010",/,Mar,/,2,2,4,24
" 2010",/,Mar,/,3,2,3,21
" 2010",/,Mar,/,4,2,5,27
" 2010",/,Mar,/,5,0,0,0
" 2010",/,Mar,/,6,1,1,6
" 2010",/,Mar,/,7,1,1,6
" 2010",/,Mar,/,8,0,0,0
" 2010",/,Mar,/,9,0,0,0
" 2010",/,Mar,/,10,1,5,15
" 2010",/,Mar,/,11,2,10,26
" 2010",/,Mar,/,12,1,11,16
" 2010",/,Mar,/,13,1,17,27
" 2010",/,Mar,/,14,2,19,34
" 2010",/,Mar,/,15,2,16,36
" 2010",/,Mar,/,16,1,8,22
" 2010",/,Mar,/,17,2,10,27
" 2010",/,Mar,/,18,2,5,23
" 2010",/,Mar,/,19,0,0,4
" 2010",/,Mar,/,20,1,6,11
" 2010",/,Mar,/,21,0,0,0
" 2010",/,Mar,/,22,1,2,12
" 2010",/,Mar,/,23,1,2,9
" 2010",/,Mar,/,24,1,4,14
" 2010",/,Mar,/,25,1,7,21
" 2010",/,Mar,/,26,1,11,21
" 2010",/,Mar,/,27,2,12,29
" 2010",/,Mar,/,28,2,11,31
" 2010",/,Mar,/,29,2,12,32
" 2010",/,Mar,/,30,2,12,32
" 2010",/,Mar,/,31,2,9,29
" 2010",/,Apr,/,1,2,7,27
" 2010",/,Apr,/,2,2,7,27
" 2010",/,Apr,/,3,2,7,27
" 2010",/,Apr,/,4,2,7,30
" 2010",/,Apr,/,5,2,10,30
" 2010",/,Apr,/,6,3,10,40
" 2010",/,Apr,/,7,2,5,25
" 2010",/,Apr,/,8,1,1,8
" 2010",/,Apr,/,9,1,1,8
" 2010",/,Apr,/,10,0,0,0
" 2010",/,Apr,/,11,1,3,11
" 2010",/,Apr,/,12,1,1,9
" 2010",/,Apr,/,13,1,4,11
" 2010",/,Apr,/,14,0,0,0
" 2010",/,Apr,/,15,0,0,0
" 2010",/,Apr,/,16,0,0,0
" 2010",/,Apr,/,17,1,1,6
" 2010",/,Apr,/,18,0,0,0
" 2010",/,Apr,/,19,0,0,0
" 2010",/,Apr,/,20,0,0,0
" 2010",/,Apr,/,21,1,1,6
" 2010",/,Apr,/,22,0,0,0
" 2010",/,Apr,/,23,0,0,0
" 2010",/,Apr,/,24,0,0,0
" 2010",/,Apr,/,25,0,0,0
" 2010",/,Apr,/,26,0,0,0
" 2010",/,Apr,/,27,0,0,0
" 2010",/,Apr,/,28,0,1,3
" 2010",/,Apr,/,29,0,1,3
" 2010",/,Apr,/,30,1,1,6
" 2010",/,May,/,1,1,2,13
" 2010",/,May,/,2,1,2,12
" 2010",/,May,/,3,3,8,33
" 2010",/,May,/,4,3,10,42
" 2010",/,May,/,5,2,11,35
" 2010",/,May,/,6,2,9,24
" 2010",/,May,/,7,2,4,19
" 2010",/,May,/,8,0,1,4
" 2010",/,May,/,9,0,0,0
" 2010",/,May,/,10,0,0,0
" 2010",/,May,/,11,0,0,0
" 2010",/,May,/,12,0,0,0
" 2010",/,May,/,13,0,0,0
" 2010",/,May,/,14,0,0,0
" 2010",/,May,/,15,0,0,0
" 2010",/,May,/,16,0,0,0
" 2010",/,May,/,17,0,0,0
" 2010",/,May,/,18,0,0,0
" 2010",/,May,/,19,0,0,0
" 2010",/,May,/,20,0,0,2
" 2010",/,May,/,21,1,6,15
" 2010",/,May,/,22,1,11,21
" 2010",/,May,/,23,1,11,21
" 2010",/,May,/,24,1,7,19
" 2010",/,May,/,25,1,3,17
" 2010",/,May,/,26,1,2,14
" 2010",/,May,/,27,1,1,13
" 2010",/,May,/,28,1,2,12
" 2010",/,May,/,29,1,5,19
" 2010",/,May,/,30,2,5,21
" 2010",/,May,/,31,1,2,8
" 2010",/,Jun,/,1,1,6,16
" 2010",/,Jun,/,2,1,8,18
" 2010",/,Jun,/,3,1,11,21
" 2010",/,Jun,/,4,1,11,24
" 2010",/,Jun,/,5,2,7,24
" 2010",/,Jun,/,6,1,3,13
" 2010",/,Jun,/,7,1,1,7
" 2010",/,Jun,/,8,1,5,16
" 2010",/,Jun,/,9,2,8,25
" 2010",/,Jun,/,10,2,12,33
" 2010",/,Jun,/,11,3,12,38
" 2010",/,Jun,/,12,2,14,38
" 2010",/,Jun,/,13,1,8,21
" 2010",/,Jun,/,14,0,1,4
" 2010",/,Jun,/,15,0,0,0
" 2010",/,Jun,/,16,0,0,0
" 2010",/,Jun,/,17,0,1,6
" 2010",/,Jun,/,18,1,3,12
" 2010",/,Jun,/,19,1,4,17
" 2010",/,Jun,/,20,1,5,15
" 2010",/,Jun,/,21,1,5,15
" 2010",/,Jun,/,22,1,5,15
" 2010",/,Jun,/,23,1,5,14
" 2010",/,Jun,/,24,1,2,11
" 2010",/,Jun,/,25,1,1,9
" 2010",/,Jun,/,26,1,1,12
" 2010",/,Jun,/,27,1,1,12
" 2010",/,Jun,/,28,1,1,11
" 2010",/,Jun,/,29,1,2,16
" 2010",/,Jun,/,30,1,1,11
" 2010",/,Jul,/,1,1,1,11
" 2010",/,Jul,/,2,1,1,11
" 2010",/,Jul,/,3,1,1,11
" 2010",/,Jul,/,4,1,2,16
" 2010",/,Jul,/,5,2,4,23
" 2010",/,Jul,/,6,2,3,21
" 2010",/,Jul,/,7,1,1,12
" 2010",/,Jul,/,8,1,1,9
" 2010",/,Jul,/,9,1,1,9
" 2010",/,Jul,/,10,1,7,18
" 2010",/,Jul,/,11,2,11,28
" 2010",/,Jul,/,12,2,9,29
" 2010",/,Jul,/,13,1,6,21
" 2010",/,Jul,/,14,1,6,17
" 2010",/,Jul,/,15,1,6,19
" 2010",/,Jul,/,16,1,4,16
" 2010",/,Jul,/,17,1,2,12
" 2010",/,Jul,/,18,1,4,15
" 2010",/,Jul,/,19,1,3,14
" 2010",/,Jul,/,20,2,10,25
" 2010",/,Jul,/,21,1,18,29
" 2010",/,Jul,/,22,1,23,33
" 2010",/,Jul,/,23,1,24,36
" 2010",/,Jul,/,24,2,20,38
" 2010",/,Jul,/,25,2,15,34
" 2010",/,Jul,/,26,2,11,26
" 2010",/,Jul,/,27,1,6,18
" 2010",/,Jul,/,28,2,11,34
" 2010",/,Jul,/,29,2,11,32
" 2010",/,Jul,/,30,2,7,26
" 2010",/,Jul,/,31,1,3,18
" 2010",/,Aug,/,1,1,4,16
" 2010",/,Aug,/,2,2,6,22
" 2010",/,Aug,/,3,1,5,18
" 2010",/,Aug,/,4,2,8,29
" 2010",/,Aug,/,5,3,10,41
" 2010",/,Aug,/,6,4,9,46
" 2010",/,Aug,/,7,3,5,39
" 2010",/,Aug,/,8,3,6,40
" 2010",/,Aug,/,9,4,12,50
" 2010",/,Aug,/,10,4,16,55
" 2010",/,Aug,/,11,4,14,59
" 2010",/,Aug,/,12,2,8,32
" 2010",/,Aug,/,13,2,11,33
" 2010",/,Aug,/,14,2,13,33
" 2010",/,Aug,/,15,2,14,36
" 2010",/,Aug,/,16,3,9,36
" 2010",/,Aug,/,17,2,5,24
" 2010",/,Aug,/,18,1,2,16
" 2010",/,Aug,/,19,0,1,5
" 2010",/,Aug,/,20,0,0,2
" 2010",/,Aug,/,21,0,0,0
" 2010",/,Aug,/,22,0,0,0
" 2010",/,Aug,/,23,0,0,1
" 2010",/,Aug,/,24,1,1,11
" 2010",/,Aug,/,25,2,3,19
" 2010",/,Aug,/,26,2,3,18
" 2010",/,Aug,/,27,1,1,12
" 2010",/,Aug,/,28,1,1,12
" 2010",/,Aug,/,29,2,7,26
" 2010",/,Aug,/,30,2,9,30
" 2010",/,Aug,/,31,2,9,29
" 2010",/,Sep,/,1,3,12,38
" 2010",/,Sep,/,2,4,11,48
" 2010",/,Sep,/,3,3,12,43
" 2010",/,Sep,/,4,3,22,50
" 2010",/,Sep,/,5,2,21,42
" 2010",/,Sep,/,6,1,13,26
" 2010",/,Sep,/,7,1,3,12
" 2010",/,Sep,/,8,0,0,2
" 2010",/,Sep,/,9,0,0,0
" 2010",/,Sep,/,10,0,0,1
" 2010",/,Sep,/,11,1,1,11
" 2010",/,Sep,/,12,1,3,15
" 2010",/,Sep,/,13,1,8,21
" 2010",/,Sep,/,14,2,8,23
" 2010",/,Sep,/,15,1,10,25
" 2010",/,Sep,/,16,2,19,40
" 2010",/,Sep,/,17,3,19,44
" 2010",/,Sep,/,18,3,14,41
" 2010",/,Sep,/,19,3,13,41
" 2010",/,Sep,/,20,2,8,31
" 2010",/,Sep,/,21,3,8,34
" 2010",/,Sep,/,22,2,8,30
" 2010",/,Sep,/,23,2,13,34
" 2010",/,Sep,/,24,2,15,37
" 2010",/,Sep,/,25,2,15,36
" 2010",/,Sep,/,26,3,21,46
" 2010",/,Sep,/,27,3,19,46
" 2010",/,Sep,/,28,3,19,50
" 2010",/,Sep,/,29,3,19,48
" 2010",/,Sep,/,30,3,14,42
" 2010",/,Oct,/,1,2,10,31
" 2010",/,Oct,/,2,2,8,26
" 2010",/,Oct,/,3,2,7,26
" 2010",/,Oct,/,4,1,2,15
" 2010",/,Oct,/,5,1,1,6
" 2010",/,Oct,/,6,0,0,0
" 2010",/,Oct,/,7,0,0,1
" 2010",/,Oct,/,8,0,0,0
" 2010",/,Oct,/,9,1,1,7
" 2010",/,Oct,/,10,1,4,13
" 2010",/,Oct,/,11,1,2,13
" 2010",/,Oct,/,12,1,4,16
" 2010",/,Oct,/,13,2,4,22
" 2010",/,Oct,/,14,3,9,38
" 2010",/,Oct,/,15,3,9,39
" 2010",/,Oct,/,16,3,17,47
" 2010",/,Oct,/,17,4,16,53
" 2010",/,Oct,/,18,4,15,53
" 2010",/,Oct,/,19,5,13,58
" 2010",/,Oct,/,20,4,7,48
" 2010",/,Oct,/,21,3,5,36
" 2010",/,Oct,/,22,3,5,35
" 2010",/,Oct,/,23,3,11,41
" 2010",/,Oct,/,24,4,17,55
" 2010",/,Oct,/,25,4,19,60
" 2010",/,Oct,/,26,3,24,57
" 2010",/,Oct,/,27,1,17,30
" 2010",/,Oct,/,28,1,14,27
" 2010",/,Oct,/,29,2,11,27
" 2010",/,Oct,/,30,2,9,28
" 2010",/,Oct,/,31,2,10,32
" 2010",/,Nov,/,1,1,8,21
" 2010",/,Nov,/,2,1,6,17
" 2010",/,Nov,/,3,1,5,16
" 2010",/,Nov,/,4,1,4,19
" 2010",/,Nov,/,5,2,5,22
" 2010",/,Nov,/,6,2,9,30
" 2010",/,Nov,/,7,2,13,33
" 2010",/,Nov,/,8,2,10,32
" 2010",/,Nov,/,9,2,7,28
" 2010",/,Nov,/,10,3,14,44
" 2010",/,Nov,/,11,2,16,40
" 2010",/,Nov,/,12,3,18,44
" 2010",/,Nov,/,13,4,23,59
" 2010",/,Nov,/,14,3,19,53
" 2010",/,Nov,/,15,3,20,52
" 2010",/,Nov,/,16,3,16,49
" 2010",/,Nov,/,17,3,20,49
" 2010",/,Nov,/,18,3,12,42
" 2010",/,Nov,/,19,3,9,38
" 2010",/,Nov,/,20,2,7,30
" 2010",/,Nov,/,21,2,5,25
" 2010",/,Nov,/,22,2,4,19
" 2010",/,Nov,/,23,1,3,16
" 2010",/,Nov,/,24,1,2,13
" 2010",/,Nov,/,25,1,2,17
" 2010",/,Nov,/,26,1,2,15
" 2010",/,Nov,/,27,1,2,12
" 2010",/,Nov,/,28,1,11,24
" 2010",/,Nov,/,29,1,13,25
" 2010",/,Nov,/,30,1,14,25
" 2010",/,Dec,/,1,2,15,31
" 2010",/,Dec,/,2,2,10,30
" 2010",/,Dec,/,3,3,5,31
" 2010",/,Dec,/,4,4,8,45
" 2010",/,Dec,/,5,3,8,37
" 2010",/,Dec,/,6,2,4,25
" 2010",/,Dec,/,7,2,5,25
" 2010",/,Dec,/,8,2,4,25
" 2010",/,Dec,/,9,2,3,24
" 2010",/,Dec,/,10,2,5,29
" 2010",/,Dec,/,11,2,4,24
" 2010",/,Dec,/,12,2,3,24
" 2010",/,Dec,/,13,3,5,37
" 2010",/,Dec,/,14,2,2,24
" 2010",/,Dec,/,15,1,2,14
" 2010",/,Dec,/,16,1,2,12
" 2010",/,Dec,/,17,1,1,10
" 2010",/,Dec,/,18,0,0,0
" 2010",/,Dec,/,19,0,0,0
" 2010",/,Dec,/,20,0,0,0
" 2010",/,Dec,/,21,0,1,3
" 2010",/,Dec,/,22,0,1,6
" 2010",/,Dec,/,23,1,1,9
" 2010",/,Dec,/,24,1,1,9
" 2010",/,Dec,/,25,1,4,18
" 2010",/,Dec,/,26,1,4,17
" 2010",/,Dec,/,27,1,6,16
" 2010",/,Dec,/,28,1,8,19
" 2010",/,Dec,/,29,1,4,17
" 2010",/,Dec,/,30,2,3,18
" 2010",/,Dec,/,31,3,10,44
" 2011",/,Jan,/,1,3,14,46
" 2011",/,Jan,/,2,3,13,42
" 2011",/,Jan,/,3,3,14,41
" 2011",/,Jan,/,4,3,18,44
" 2011",/,Jan,/,5,2,12,36
" 2011",/,Jan,/,6,2,8,31
" 2011",/,Jan,/,7,3,8,36
" 2011",/,Jan,/,8,3,5,31
" 2011",/,Jan,/,9,2,4,27
" 2011",/,Jan,/,10,2,3,23
" 2011",/,Jan,/,11,2,5,25
" 2011",/,Jan,/,12,1,3,15
